"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"PSW00040307","1949-07-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   46",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,
"PSW00040307","1949-07-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-07-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   86",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,
"PSW00040307","1949-07-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  216",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,
"PSW00040307","1949-07-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,,
"PSW00040307","1949-07-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  317",",,X","  256",",,X",,,,,,
"PSW00040307","1949-07-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  295",",,X","    0",",,X","    0",",,X","  289",",,X","  256",",,X",,,,,,
"PSW00040307","1949-07-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X","    0",",,X","    0",",,X","  311",",,X","  228",",,X",,,,,,
"PSW00040307","1949-07-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  239",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-07-31","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  114",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040307","1949-08-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  112",",,X","    0",",,X","    0",",,X","  283",",,X","  256",",,X",,,,,,
"PSW00040307","1949-08-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   58",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,
"PSW00040307","1949-08-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   20",",,X","    0",",,X","    0",",,X","  289",",,X","  250",",,X",,,,,,
"PSW00040307","1949-08-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  142",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   46",",,X","    0",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,,
"PSW00040307","1949-08-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  368",",,X","    0",",,X","    0",",,X","  300",",,X","  217",",,X",,,,,,
"PSW00040307","1949-08-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   28",",,X","    0",",,X","    0",",,X","  300",",,X","  233",",,X",,,,,,
"PSW00040307","1949-08-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  170",",,X","    0",",,X","    0",",,X","  283",",,X","  244",",,X",,,,,,
"PSW00040307","1949-08-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  198",",,X","    0",",,X","    0",",,X","  283",",,X","  233",",,X",,,,,,
"PSW00040307","1949-08-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  140",",,X","    0",",,X","    0",",,X","  300",",,X","  261",",,X",,,,,,
"PSW00040307","1949-08-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   18",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,
"PSW00040307","1949-08-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,,
"PSW00040307","1949-08-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  157",",,X","    0",",,X","    0",",,X","  278",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  345",",,X","    0",",,X","    0",",,X","  272",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   43",",,X","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,,
"PSW00040307","1949-08-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   81",",,X","    0",",,X","    0",",,X","  278",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,
"PSW00040307","1949-08-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   33",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   36",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,
"PSW00040307","1949-08-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   61",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  442",",,X","    0",",,X","    0",",,X","  278",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   48",",,X","    0",",,X","    0",",,X","  306",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   33",",,X","    0",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,,
"PSW00040307","1949-08-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   23",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,
"PSW00040307","1949-08-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  135",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   25",",,X","    0",",,X","    0",",,X","  306",",,X","  239",",,X",,,,,,
"PSW00040307","1949-08-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,
"PSW00040307","1949-08-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   64",",,X","    0",",,X","    0",",,X","  322",",,X","  256",",,X",,,,,,
"PSW00040307","1949-08-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,
"PSW00040307","1949-08-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X","    0",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,,
"PSW00040307","1949-08-31","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  261",",,X",,,,,,
"PSW00040307","1949-09-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  261",",,X",,,,,,
"PSW00040307","1949-09-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   28",",,X","    0",",,X","    0",",,X","  306",",,X","  267",",,X",,,,,,
"PSW00040307","1949-09-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X","    0",",,X","    0",",,X","  306",",,X","  267",",,X",,,,,,
"PSW00040307","1949-09-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   13",",,X","    0",",,X","    0",",,X","  311",",,X","  267",",,X",,,,,,
"PSW00040307","1949-09-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X","    0",",,X","    0",",,X","  311",",,X","  267",",,X",,,,,,
"PSW00040307","1949-09-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  191",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-09-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  559",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040307","1949-09-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   43",",,X","    0",",,X","    0",",,X","  306",",,X","  239",",,X",,,,,,
"PSW00040307","1949-09-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,
"PSW00040307","1949-09-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  325",",,X","    0",",,X","    0",",,X","  306",",,X","  261",",,X",,,,,,
"PSW00040307","1949-09-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  261",",,X",,,,,,
"PSW00040307","1949-09-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  117",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,
"PSW00040307","1949-09-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  137",",,X","    0",",,X","    0",",,X","  272",",,X","  250",",,X",,,,,,
"PSW00040307","1949-09-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,,
"PSW00040307","1949-09-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  312",",,X","    0",",,X","    0",",,X","  306",",,X","  233",",,X",,,,,,
"PSW00040307","1949-09-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,,
"PSW00040307","1949-09-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   30",",,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,,
"PSW00040307","1949-09-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  297",",,X","    0",",,X","    0",",,X","  283",",,X","  233",",,X",,,,,,
"PSW00040307","1949-09-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,,
"PSW00040307","1949-09-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  163",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-09-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,,
"PSW00040307","1949-09-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,
"PSW00040307","1949-09-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  267",",,X",,,,,,
"PSW00040307","1949-09-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  317",",,X","  239",",,X",,,,,,
"PSW00040307","1949-09-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  229",",,X","    0",",,X","    0",",,X","  294",",,X","  222",",,X",,,,,,
"PSW00040307","1949-09-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-09-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   33",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,
"PSW00040307","1949-09-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,
"PSW00040307","1949-09-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS"," 2151",",,X","    0",",,X","    0",",,X","  278",",,X","  222",",,X",,,,,,
"PSW00040307","1949-09-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  152",",,X","    0",",,X","    0",",,X","  278",",,X","  228",",,X",,,,,,
"PSW00040307","1949-10-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  165",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-10-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  142",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-10-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   15",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,
"PSW00040307","1949-10-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  792",",,X","    0",",,X","    0",",,X","  278",",,X","  217",",,X",,,,,,
"PSW00040307","1949-10-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,
"PSW00040307","1949-10-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   15",",,X","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,,
"PSW00040307","1949-10-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   46",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,
"PSW00040307","1949-10-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,,
"PSW00040307","1949-10-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   66",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,
"PSW00040307","1949-10-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   23",",,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,,
"PSW00040307","1949-10-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   69",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-10-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X","    0",",,X","    0",",,X","  306",",,X","  261",",,X",,,,,,
"PSW00040307","1949-10-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  145",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-10-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  328",",,X","    0",",,X","    0",",,X","  300",",,X","  233",",,X",,,,,,
"PSW00040307","1949-10-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,
"PSW00040307","1949-10-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  250",",,X",,,,,,
"PSW00040307","1949-10-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,,
"PSW00040307","1949-10-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,
"PSW00040307","1949-10-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   36",",,X","    0",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,,
"PSW00040307","1949-10-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   48",",,X","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,,
"PSW00040307","1949-10-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   56",",,X","    0",",,X","    0",",,X","  311",",,X","  267",",,X",,,,,,
"PSW00040307","1949-10-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   86",",,X","    0",",,X","    0",",,X","  300",",,X","  261",",,X",,,,,,
"PSW00040307","1949-10-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  119",",,X","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,,
"PSW00040307","1949-10-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X","    0",",,X","    0",",,X","  311",",,X","  267",",,X",,,,,,
"PSW00040307","1949-10-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   23",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,
"PSW00040307","1949-10-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X","    0",",,X","    0",",,X","  300",",,X","  261",",,X",,,,,,
"PSW00040307","1949-10-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  114",",,X","    0",",,X","    0",",,X","  289",",,X","  228",",,X",,,,,,
"PSW00040307","1949-10-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  356",",,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,
"PSW00040307","1949-10-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  198",",,X","    0",",,X","    0",",,X","  294",",,X","  228",",,X",,,,,,
"PSW00040307","1949-10-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  391",",,X","    0",",,X","    0",",,X","  272",",,X","  228",",,X",,,,,,
"PSW00040307","1949-10-31","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040307","1949-11-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,,
"PSW00040307","1949-11-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  196",",,X","    0",",,X","    0",",,X","  272",",,X","  211",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  152",",,X","    0",",,X","    0",",,X","  289",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   18",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  109",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  351",",,X","    0",",,X","    0",",,X","  283",",,X","  233",",,X","    1",",,X",,,"    1",",,X"
"PSW00040307","1949-11-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  277",",,X","    0",",,X","    0",",,X","  294",",,X","  228",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   25",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   36",",,X","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   91",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  150",",,X","    0",",,X","    0",",,X","  289",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   71",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   15",",,X","    0",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X","    0",",,X","    0",",,X","  306",",,X","  261",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   20",",,X","    0",",,X","    0",",,X","  322",",,X","  256",",,X","    1",",,X",,,"    1",",,X"
"PSW00040307","1949-11-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   41",",,X","    0",",,X","    0",",,X","  306",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   76",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   13",",,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  371",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  122",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-11-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   51",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   23",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS"," 1021",",,X","    0",",,X","    0",",,X","  261",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  224",",,X","    0",",,X","    0",",,X","  278",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  168",",,X","    0",",,X","    0",",,X","  278",",,X","  239",",,X",,,"    1",",,X","    1",",,X"
"PSW00040307","1949-12-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X","    0",",,X","    0",",,X","  306",",,X","  239",",,X",,,,,,
"PSW00040307","1949-12-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   51",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-12-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   58",",,X","    0",",,X","    0",",,X","  272",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   51",",,X","    0",",,X","    0",",,X","  272",",,X","  217",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   51",",,X","    0",",,X","    0",",,X","  289",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  140",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  261",",,X",,,,,,
"PSW00040307","1949-12-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040307","1949-12-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   97",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X","    1",",,X",,,"    1",",,X"
"PSW00040307","1949-12-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  523",",,X","    0",",,X","    0",",,X","  272",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   15",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  198",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,
"PSW00040307","1949-12-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,
"PSW00040307","1949-12-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   64",",,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,
"PSW00040307","1949-12-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040307","1949-12-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  114",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,
"PSW00040307","1949-12-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,
"PSW00040307","1949-12-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   13",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,"    1",",,X"
